Ticker,Summary,Label,Confidence,URL
TSLA,Tesla just obtained a patent for laser beam wiper technology.,NEGATIVE,0.995489776134491,https://finance.yahoo.com/news/institutions-own-fewer-tesla-inc-121320878.html
TSLA,Chief Market Strategist JJ Kinahan sees Ford and GM as potential EV rivals. Tesla’s superior battery technology gives it a leg up,POSITIVE,0.9986298084259033,https://finance.yahoo.com/news/heres-why-investors-are-selling-tesla-stock-and-buying-ford-gm-175336726.html
TSLA,Tudor Pickering initiated coverage on Tesla with a Sell rating and a price target of $537.,NEGATIVE,0.9289107918739319,https://finance.yahoo.com/news/where-cramer-stands-tesla-fisker-144051325.html
TSLA,"BofA upgrades Lucid to Buy from Neutral, sets $30 price target. EV maker opened a factory in Arizona on July 26",NEGATIVE,0.9536920785903931,https://finance.yahoo.com/news/lucid-is-a-combo-of-tesla-and-ferrari-bof-a-analyst-202738043.html
TSLA,"Financial literacy should be widely available, says 17-year-old investor.",POSITIVE,0.9942532181739807,https://finance.yahoo.com/news/youth-involved-in-the-stock-market-is-here-to-stay-teenage-investor-161706893.html
TSLA,"Government aid, consumer enthusiasm to drive EV sales. Hyliion, Ford, Tesla, Nikola, General Motors all in focus",POSITIVE,0.9983915686607361,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-nikola-125312230.html
TSLA,Electric vehicle company has been stuck in neutral for the majority of 2021. Tesla could deliver strong outperformance over the long term,NEGATIVE,0.9874534010887146,https://finance.yahoo.com/news/why-tesla-nasdaq-tsla-one-090300212.html
TSLA,Wood’s firm has been long the electric-vehicle maker. Average price of an electric vehicle to fall below that of a gas-powered car,NEGATIVE,0.96908038854599,https://finance.yahoo.com/news/cathie-wood-sell-tesla-next-004215328.html
TSLA,Elon Musk's electric vehicle maker has made giant strides. Tesla has been consistently beating market expectations,POSITIVE,0.9995555281639099,https://finance.yahoo.com/news/analyzing-tesla-inc-tsla-future-151031009.html
TSLA,"Cathie Wood says her base case for Tesla is $3,000 a share.",NEGATIVE,0.989510715007782,https://finance.yahoo.com/news/tesla-stock-is-worth-3000-ark-invests-cathie-wood-201139618.html
